date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:51:22	31316/31316	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:23%20GMT	https://www.columbiawestcollege.edu/students/careers	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/students/careers.html	(from https://www.columbiawestcollege.edu/)
00:51:23	40521/40521	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:24%20GMT	https://www.columbiawestcollege.edu/terms-and-conditions	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/terms-and-conditions.html	(from https://www.columbiawestcollege.edu/)
00:51:23	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=645ae3d5b2f0b56f0f5ae1ea	C:/My%20Web%20Sites/dlb-project/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8b5f2.js	(from https://www.columbiawestcollege.edu/)
00:51:23	41429/41429	---MCZ	200	added ('OK')	text/javascript	etag:W/%226d1d67fe2715f25c2fd98a9011d8ea67%22	https://cdn.prod.website-files.com/645ae3d5b2f0b56f0f5ae1ea/js/webflow.schunk.36b8fb49256177c8.js	C:/My%20Web%20Sites/dlb-project/cdn.prod.website-files.com/645ae3d5b2f0b56f0f5ae1ea/js/webflow.schunk.36b8fb49256177c8.js	(from https://www.columbiawestcollege.edu/)
00:51:23	355651/355651	---MCZ	200	added ('OK')	text/javascript	etag:W/%22392ef073fc120d2140be085083a9063b%22	https://cdn.prod.website-files.com/645ae3d5b2f0b56f0f5ae1ea/js/webflow.schunk.629a892c9aa6fed3.js	C:/My%20Web%20Sites/dlb-project/cdn.prod.website-files.com/645ae3d5b2f0b56f0f5ae1ea/js/webflow.schunk.629a892c9aa6fed3.js	(from https://www.columbiawestcollege.edu/)
00:51:24	4901/4901	---MCZ	200	added ('OK')	text/javascript	etag:W/%22807eeacf0cd828c63ecacbfea22467c4%22	https://cdn.prod.website-files.com/645ae3d5b2f0b56f0f5ae1ea/js/webflow.45ee2541.2dcf820f6e56a6fb.js	C:/My%20Web%20Sites/dlb-project/cdn.prod.website-files.com/645ae3d5b2f0b56f0f5ae1ea/js/webflow.45ee2541.2dcf820f6e56a6fb.js	(from https://www.columbiawestcollege.edu/)
00:51:24	30141/30141	---MCZ	200	added ('OK')	application/javascript	etag:W/%227b5f9294b9e4c2c2167e73669d89df1d%22	https://static.linguana.io/public/linguana_switcher.min.js	C:/My%20Web%20Sites/dlb-project/static.linguana.io/public/linguana_switcher.min.js	(from https://www.columbiawestcollege.edu/)
00:51:25	1115/1115	---MCZ	200	added ('OK')	text/css	etag:W/%22963a103757b94b25d577bfee4e35aaca%22	https://static.linguana.io/public/linguana_switcher.min.css	C:/My%20Web%20Sites/dlb-project/static.linguana.io/public/linguana_switcher.min.css	(from https://www.columbiawestcollege.edu/)
00:51:25	97209/97209	---M--	200	added ('OK')	image/jpeg	etag:%22ba3a89dfec18f82e7f387c2743ba7114%22	https://cdn.prod.website-files.com/645ae3d5b2f0b56f0f5ae1ea/666be612c02e9299af25fd8b_feature_06-v2.jpg	C:/My%20Web%20Sites/dlb-project/cdn.prod.website-files.com/645ae3d5b2f0b56f0f5ae1ea/666be612c02e9299af25fd8b_feature_06-v2.jpg	(from https://cdn.prod.website-files.com/645ae3d5b2f0b56f0f5ae1ea/css/cwc-website.webflow.shared.306681333.css)
00:51:26	43438/43438	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:26%20GMT	https://www.columbiawestcollege.edu/zh-TW/apply	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/apply.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:26	35083/35083	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:27%20GMT	https://www.columbiawestcollege.edu/zh-TW/payment	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/payment.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:27	35699/35699	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:28%20GMT	https://www.columbiawestcollege.edu/zh-TW/agent-registration-application	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/agent-registration-application.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:28	93773/93773	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:29%20GMT	https://www.columbiawestcollege.edu/zh-TW/programs/english-speaking-success	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/programs/english-speaking-success.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:28	49853/49853	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:29%20GMT	https://www.columbiawestcollege.edu/zh-TW/programs/american-communication	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/programs/american-communication.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:29	49913/49913	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:30%20GMT	https://www.columbiawestcollege.edu/zh-TW/programs/empowering-english	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/programs/empowering-english.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:29	48707/48707	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:30%20GMT	https://www.columbiawestcollege.edu/zh-TW/programs/2-day-program	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/programs/2-day-program.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:30	49868/49868	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:31%20GMT	https://www.columbiawestcollege.edu/zh-TW/programs/english-through-american-culture	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/programs/english-through-american-culture.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:31	48863/48863	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:32%20GMT	https://www.columbiawestcollege.edu/zh-TW/programs/vacation-english	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/programs/vacation-english.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:32	43514/43514	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:33%20GMT	https://www.columbiawestcollege.edu/zh-TW/apply-old	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/apply-old.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:32	41953/41953	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:33%20GMT	https://www.columbiawestcollege.edu/zh-TW/expert-visa-help-student-support-subpage	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/expert-visa-help-student-support-subpage.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:33	41312/41312	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:34%20GMT	https://www.columbiawestcollege.edu/zh-TW/la-subpage	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/la-subpage.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:34	51651/51651	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:35%20GMT	https://www.columbiawestcollege.edu/zh-TW/accommodations	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/accommodations.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:34	52914/52914	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:35%20GMT	https://www.columbiawestcollege.edu/zh-TW/students/gallery	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/students/gallery.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:35	56419/56419	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:36%20GMT	https://www.columbiawestcollege.edu/zh-TW/students/faqs	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/students/faqs.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:35	30377/30377	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:36%20GMT	https://www.columbiawestcollege.edu/zh-TW/about	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/about.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:36	45503/45503	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:37%20GMT	https://www.columbiawestcollege.edu/zh-TW/our-teachers	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/our-teachers.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:37	35825/35825	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:38%20GMT	https://www.columbiawestcollege.edu/zh-TW/mission-values	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/mission-values.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:37	36638/36638	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:38%20GMT	https://www.columbiawestcollege.edu/zh-TW/blog	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/blog.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:38	44123/44123	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:39%20GMT	https://www.columbiawestcollege.edu/zh-TW/contact-us	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/contact-us.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:39	61080/61080	---M--	200	added ('OK')	image/jpeg	etag:%22b72ad5d096fcecedd2cd653e4d6fcc35%22	https://cdn.prod.website-files.com/645ae3d5b2f0b56f0f5ae1ea%2F67c7deddf335a66e2b14e861_top-hero_image_video-poster-00001.jpg	C:/My%20Web%20Sites/dlb-project/cdn.prod.website-files.com/645ae3d5b2f0b56f0f5ae1ea/67c7deddf335a66e2b14e861_top-hero_image_video-poster-00001.jpg	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:39	59626/59626	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:40%20GMT	https://www.columbiawestcollege.edu/zh-TW/old-home	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/old-home.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:39	51727/51727	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:40%20GMT	https://www.columbiawestcollege.edu/zh-TW/accommodations-old	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/accommodations-old.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:40	32439/32439	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:41%20GMT	https://www.columbiawestcollege.edu/zh-TW/students/careers	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/students/careers.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:41	39481/39481	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:41%20GMT	https://www.columbiawestcollege.edu/zh-TW/terms-and-conditions	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/zh-TW/terms-and-conditions.html	(from https://www.columbiawestcollege.edu/zh-TW)
00:51:41	42892/42892	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:42%20GMT	https://www.columbiawestcollege.edu/cn/apply	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/cn/apply.html	(from https://www.columbiawestcollege.edu/cn)
00:51:42	34501/34501	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:43%20GMT	https://www.columbiawestcollege.edu/cn/payment	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/cn/payment.html	(from https://www.columbiawestcollege.edu/cn)
00:51:42	35105/35105	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:43%20GMT	https://www.columbiawestcollege.edu/cn/agent-registration-application	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/cn/agent-registration-application.html	(from https://www.columbiawestcollege.edu/cn)
00:51:43	93308/93308	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:44%20GMT	https://www.columbiawestcollege.edu/cn/programs/english-speaking-success	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/cn/programs/english-speaking-success.html	(from https://www.columbiawestcollege.edu/cn)
00:51:44	49289/49289	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:45%20GMT	https://www.columbiawestcollege.edu/cn/programs/american-communication	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/cn/programs/american-communication.html	(from https://www.columbiawestcollege.edu/cn)
00:51:44	49355/49355	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:45%20GMT	https://www.columbiawestcollege.edu/cn/programs/empowering-english	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/cn/programs/empowering-english.html	(from https://www.columbiawestcollege.edu/cn)
00:51:45	48086/48086	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:46%20GMT	https://www.columbiawestcollege.edu/cn/programs/2-day-program	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/cn/programs/2-day-program.html	(from https://www.columbiawestcollege.edu/cn)
00:51:46	49262/49262	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:47%20GMT	https://www.columbiawestcollege.edu/cn/programs/english-through-american-culture	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/cn/programs/english-through-american-culture.html	(from https://www.columbiawestcollege.edu/cn)
00:51:46	48266/48266	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:47%20GMT	https://www.columbiawestcollege.edu/cn/programs/vacation-english	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/cn/programs/vacation-english.html	(from https://www.columbiawestcollege.edu/cn)
00:51:47	42968/42968	---MCZ	200	added ('OK')	text/html	date:Sun,%2001%20Jun%202025%2004:51:48%20GMT	https://www.columbiawestcollege.edu/cn/apply-old	C:/My%20Web%20Sites/dlb-project/www.columbiawestcollege.edu/cn/apply-old.html	(from https://www.columbiawestcollege.edu/cn)
